companies,commentsCount,hitsCount,likes
conundrum,31.0,3989.714285714286,53.285714285714285
conversation,10.6,2009.1,103.95
convert,27.0,4192.75,50.0
convexity,30.0,1096.0,33.0
cord,7.294117647058823,13489.235294117647,57.94117647058823
core,42.30376028202115,3613.6245593419508,183.24206815511164
cornerstone,32.111111111111114,1210.888888888889,202.55555555555554
cortex,36.53389830508475,2376.4576271186443,110.33898305084746
cosmos,43.8,3984.123076923077,210.2153846153846
coub,40.64,2259.88,191.26666666666668
council,48.29565217391304,4220.04347826087,94.59130434782608
counterspell,64.0,11058.0,55.0
cove,67.11111111111111,4368.022222222222,53.13333333333333
cqg,24.0,3066.0,35.0
crafter,16.615384615384617,1936.2307692307693,77.23076923076923
cratos,60.0,3891.0,175.0
create,28.82608695652174,3292.090909090909,253.07114624505928
creative,26.037993920972646,2842.566869300912,98.69604863221885
crm,37.64705882352941,3523.705882352941,545.6470588235294
crossover,32.63636363636363,2064.818181818182,65.45454545454545
cs,27.765060240963855,2647.867469879518,252.14457831325302
csm,14.8,939.0,168.3
csoft,38.0,2242.25,45.65
cti,1.4,138.6,32.2
cuba,157.25,3673.0,37.5
curves,4.5,2380.090909090909,116.9090909090909
cx,28.736363636363638,3781.7136363636364,398.3181818181818
danke,54.0,3593.0,39.0
danone,162.0,20277.0,306.0
dapp,17.0,8840.0,19.0
darwin,53.44,3287.86,159.64
datasurf,16.0,1362.0,42.0
dbi,29.0,894.0,3.0
decent,8.057142857142857,2608.057142857143,341.62857142857143
decisions,12.2,2653.8,38.8
deck,41.986745213549334,2417.1546391752577,595.081001472754
decode,31.5,1740.625,85.25
delete,36.06666666666667,6460.816666666667,138.48333333333332
deleted,62.0,7365.428571428572,94.85714285714286
deliver,40.125,3379.15,49.45
deloitte,40.421052631578945,3456.2105263157896,75.89473684210526
delta,27.09090909090909,2564.9793388429753,330.62396694214874
denim,6.0,303.3333333333333,15.666666666666666
dentsu,79.14285714285714,3451.714285714286,81.14285714285714
depositphotos,8.736842105263158,627.8421052631579,506.0
desire,18.861538461538462,4415.169230769231,91.26153846153846
destiny.games,51.0,3166.5,15.0
dev,17.35430463576159,2034.2827814569537,118.59205298013245
deva,5.666666666666667,333.6666666666667,23.333333333333332
developments,37.61654135338346,3129.6691729323306,90.00751879699249
devex,51.0,2440.0,11.0
devtodev,8.0,4317.75,30.0
df,17.294117647058822,2766.448529411765,182.39705882352942
diageo,74.0,10828.0,91.0
dialog,43.77777777777778,17662.777777777777,54.0
diamond,30.261290322580646,4414.906451612903,250.20322580645163
dice,40.4622641509434,3383.330188679245,88.38679245283019
didi,4.142857142857143,601.8571428571429,22.428571428571427
diem,7.333333333333333,701.5,36.166666666666664
digi,32.81578947368421,3343.8947368421054,144.47368421052633
digis,71.0,17337.0,20.0
digital,51.884757383966246,4008.1418776371306,183.40005274261603
diorama,12.4,1899.4,54.0
diplomat,5.5,253.0,13.5
disco,36.82180293501048,2244.302935010482,315.37945492662476
distillery,16.5,1930.0,92.0
dls,105.8,11985.6,63.4
dna,5.5,97.0,5.0
dns,59.916666666666664,4018.2083333333335,307.5
dobro,16.0,241.0,15.0
dolphin,16.387959866220736,2117.153846153846,615.8327759197324
dominion,25.309859154929576,5304.774647887324,90.5774647887324
domo,18.428571428571427,1039.2857142857142,30.0
doumo,21.5,588.5,26.0
dowell,40.0,1884.6666666666667,56.0
drimmi,2.6666666666666665,3174.0,8.333333333333334
ducky,69.66666666666667,7275.666666666667,51.666666666666664
duran,14.973684210526315,1961.5263157894738,119.89473684210526
dvn,0.0,335.0,11.0
eastwood,15.222222222222221,879.7777777777778,75.55555555555556
ebay,37.151785714285715,3784.1696428571427,168.34821428571428
ecco,32.302083333333336,4360.260416666667,226.91666666666666
echo,30.65909090909091,3102.651515151515,148.10227272727272
edadeal,6.0,827.0,20.0
edison,32.285714285714285,1953.857142857143,23.0
edna,24.047619047619047,2905.1428571428573,97.52380952380952
effect,41.935081148564294,3403.5121722846443,262.67883895131087
effective,23.857142857142858,2609.4285714285716,20.285714285714285
eggo,20.0,3729.0,26.0
ejaw,5.5,664.5,5.0
ekf,15.0,165.0,6.0
eko,20.9,1378.2,20.6
electrolux,125.0,1432.0,2.0
electron,29.5,2996.2368421052633,132.23684210526315
elements,34.45454545454545,10829.77922077922,109.37662337662337
elfin,14.0,513.0,32.0
elite,38.32350463352991,3534.956192080876,184.24599831508004
elixir,20.2,3341.85,95.5
elma,36.0,2333.0,105.0
eltex,5.0,192.0,11.0
elverils,52.4,3794.0,155.0
elyland,11.0,3993.0,20.0
emc,5.5,109.5,13.0
eme,8.0,92.0,9.0
empire,30.501041666666666,3380.29375,161.53333333333333
emporium,2.0,89.33333333333333,25.0
engine,33.53197042192257,3126.306872553284,253.0563288386255
epn,31.0,3293.8,94.0
ericsson,35.723076923076924,6749.446153846154,171.84615384615384
eset,7.0,108.0,1.0
ethr,8.0,92.0,9.0
etna,166.0,12399.0,96.0
eva,16.189655172413794,1785.9655172413793,137.94827586206895
everest,13.428571428571429,624.9285714285714,31.571428571428573
everyone,20.74468085106383,1963.1702127659576,47.04255319148936
evo,29.00925925925926,3122.324074074074,48.28703703703704
evolution,31.414736842105263,4357.88,254.03157894736842
evolv,16.333333333333332,131.66666666666666,24.0
example,6.0,2383.1111111111113,64.72222222222223
ey,26.704301075268816,2059.5,106.93548387096774
fabrika,4.5,146.5,19.0
familia,10.761904761904763,1219.095238095238,213.8095238095238
faraway,19.181818181818183,2772.5454545454545,168.72727272727272
fashion,31.238095238095237,2362.1666666666665,119.94047619047619
faster,29.105882352941176,4002.1176470588234,170.01764705882354
fbs,15.666666666666666,2134.6666666666665,59.666666666666664
fcg,9.25,2714.75,18.75
feo,15.0,165.0,6.0
fest,31.272108843537413,2312.2698412698414,394.09297052154193
ff,12.780952380952382,2145.7619047619046,266.25
fgfactory,10.0,1303.0,3.0
fiber,9.884615384615385,693.7692307692307,204.07692307692307
fibonacci,30.0,3180.5,26.5
fibrum,3.9166666666666665,3392.25,9.166666666666666
fim,14.615384615384615,7272.692307692308,22.153846153846153
finch,32.08,3118.4061538461538,291.6030769230769
fintech,2.5,240.0,11.5
fitbit,17.5,606.0,4.75
flex,28.55,2504.6,83.9
flic,97.0,8258.0,218.0
fmedia,14.23404255319149,1482.1489361702127,454.51063829787233
folks,36.52,2249.44,54.12
forbes,63.973584905660374,5901.988679245283,142.1320754716981
form,24.53921568627451,3558.6176470588234,90.79411764705883
forma,4.0,314.5,23.0
formoza,26.5,7518.25,40.25
fortuna,21.916666666666668,2118.75,41.416666666666664
forward,37.914089347079035,3441.7079037800686,133.98625429553263
fplay,5.100840336134453,3280.3109243697477,10.596638655462185
frank,19.53846153846154,3077.594871794872,233.09230769230768
freed,36.0,16050.0,39.0
freelance,20.57894736842105,1789.1315789473683,137.1578947368421
freemake,5.0,2502.0,33.0
freeplay,59.6,4637.0,27.8
fresco,3.75,85.125,94.0
fsa,5.333333333333333,2269.4444444444443,14.0
fstr.tech,8.166666666666666,813.0,23.333333333333332
ftg,3.5,655.3,141.9
fuel,54.38461538461539,5275.0,190.57692307692307
fulcrum,25.0,1477.5,46.833333333333336
fulldive,9.0,990.0,3.0
funpay,57.0,4018.0,9.0
furla,16.0,1118.0,41.0
fury,31.25777777777778,3061.1007407407405,215.03851851851852
fusion,29.923387096774192,3064.6693548387098,144.98790322580646
futura,16.75,2067.25,128.58333333333334
future,32.9003984063745,3526.1819389110224,158.730411686587
futurico,42.5,1416.5,209.0
gaijin,46.48739495798319,5076.764705882353,60.680672268907564
galantis,44.5,2788.0,90.75
galaxy.,11.5,731.875,189.375
gallery,30.924242424242426,3870.318181818182,108.03787878787878
gameband,2.0,1034.0,9.0
gameland,70.81818181818181,9577.863636363636,103.63636363636364
gameloft,33.7,5042.133333333333,63.644444444444446
gamemode,20.5,1553.75,136.5
gameram,0.0,126.0,4.0
garage,25.06578947368421,2844.0789473684213,65.34210526315789
garnet,43.6,4175.0,44.2
gazelle,49.86666666666667,3282.633333333333,123.56666666666666
gbn,36.0,3070.0,45.0
gd,30.201058201058203,2334.5608465608466,167.4973544973545
gdo,510.0,21343.0,183.0
geekbrains,38.22222222222222,834.4444444444445,5.666666666666667
geeks,44.046875,3023.9375,122.28125
generalist,12.69767441860465,896.3023255813954,500.1162790697674
generations,31.725,3146.25,50.74166666666667
genesis,32.886722376973076,3687.2163416898793,175.50603528319405
genesys,12.666666666666666,2377.5,22.5
gett,22.0,797.0,14.5
gf,27.851190476190474,2238.6041666666665,233.03869047619048
gfi,15.666666666666666,10631.0,45.0
gfx,27.666666666666668,481.6666666666667,8.0
ghp,8.666666666666666,1024.6666666666667,48.333333333333336
giant,27.350383631713555,2539.1687979539643,180.98976982097187
gic,33.75,3988.0,43.0
gig,25.263157894736842,1942.3684210526317,71.63157894736842
gigant,29.0,3509.6666666666665,230.88888888888889
ginger,13.709677419354838,1346.3225806451612,120.2258064516129
gismart,11.181818181818182,1114.0,24.09090909090909
glance,25.666666666666668,2581.0,26.333333333333332
globus,196.0,24709.0,167.0
gloria,10.38,1424.78,175.8
glovo,104.4,4226.0,136.0
glp,8.0,92.0,9.0
gmoji,29.0,1802.0,5.0
gms,89.0,10197.0,68.0
goody,15.333333333333334,1125.6666666666667,232.16666666666666
google,36.99232456140351,3195.6937656641603,161.33302005012533
gor,96.22222222222223,7206.555555555556,61.22222222222222
goto,16.0,1091.5454545454545,42.0
grabr,20.0,2903.0,0.0
gradient,4.423076923076923,2146.9615384615386,151.30769230769232
graffity,3.0,377.5,28.0
grammarly,8.333333333333334,379.0,11.0
grapevine,9.0,574.0,24.0
graphite,13.166666666666666,1829.5,25.0
greenlight,36.88353413654618,4135.546184738956,156.6586345381526
grey,27.68075117370892,4941.075117370892,112.04225352112677
gsa,36.666666666666664,2483.5,27.333333333333332
gtc,96.6,5116.8,35.8
gtr,11.0,283.0,3.0
guru,36.45333333333333,3728.1866666666665,67.85333333333334
gvo,15.0,165.0,6.0
gxo,6.0,206.0,11.0
handsome,47.36190476190476,3948.6857142857143,229.28571428571428
hansa,9.0,8486.0,30.0
hardstyle,0.0,41.0,3.0
haters,14.8,436.95384615384614,27.584615384615386
headdy,16.6,1362.15,82.8
headhunter,9.545454545454545,867.9090909090909,37.0
heineken,30.5,24243.5,86.75
henderson,39.26315789473684,3577.7368421052633,116.39473684210526
henkel,9.0,252.0,10.0
herocraft,12.222222222222221,1565.7777777777778,34.0
heroes,35.50673400673401,3645.199074074074,219.10521885521885
hive,30.852941176470587,6660.911764705882,50.94117647058823
hoff,10.0,1187.0,13.333333333333334
homework,20.454545454545453,9853.727272727272,55.27272727272727
honey,26.103658536585368,2908.329268292683,160.140243902439
honeywell,23.333333333333332,2195.0,441.6666666666667
honor,38.70720299345182,3376.0280636108514,414.3143124415341
house,23.90971540726202,3808.590775269872,156.0215897939156
hr,26.416666666666668,2685.0,353.2546296296296
hrp,4.0,215.0,16.0
hrs,29.6,1543.4,355.6
hud,36.22857142857143,3925.1428571428573,99.14285714285714
hudson,26.39252336448598,2746.233644859813,751.3084112149533
humans,27.06228373702422,2843.584775086505,272.47404844290656
huntress,11.333333333333334,3431.0,33.333333333333336
hyperpc,117.0,3463.0,28.0
ibm,8.6,1301.6,44.3
ibs,21.0,2604.5,28.5
ibx,26.5,2136.5,67.5
iceberg,10.318181818181818,512.4090909090909,21.545454545454547
icg,23.272727272727273,4427.363636363636,30.272727272727273
icona,2.727272727272727,240.45454545454547,58.81818181818182
iconic,6.1,1017.8,178.7
icu,20.333333333333332,1278.6666666666667,89.33333333333333
ideals,9.0,2144.0,10.0
idm,4.5,114.5,6.5
ifs,11.5,128.5,7.5
igloo,14.0,658.0,20.0
ikea,20.761904761904763,2003.904761904762,211.23809523809524
iki,10.090909090909092,788.8181818181819,121.0909090909091
illuminator,2.2,297.0,37.0
iml,8.0,126.0,4.0
immergity,2.0,437.0,3.3333333333333335
immo,160.0,6849.0,88.0
imperivm,12.0,333.0,6.0
index,54.61538461538461,4196.7612732095495,145.78779840848807
infoshell,10.0,1202.0,3.0
initium,56.666666666666664,3002.0,155.0
integer,5.666666666666667,1937.0,34.333333333333336
integral,23.470588235294116,2385.176470588235,247.88235294117646
intel,53.719799498746866,4110.062656641604,137.09273182957392
interface,23.73404255319149,3086.425531914894,280.48936170212767
intermedia,43.0,8211.666666666666,128.0
interplay,30.989717223650384,3103.491002570694,429.5012853470437
interstep,149.0,19606.0,0.0
interview,21.21359223300971,4126.184466019417,200.4271844660194
ipg,27.0,1237.5,143.0
ips,37.0,1618.0,12.5
ipsos,102.0,3686.6666666666665,52.5
iqos,51.0,151.0,9.0
irbis,206.0,2567.0,6.0
irrational,21.625,2924.1388888888887,460.5138888888889
irs,29.0,4787.625,523.75
isd,0.6666666666666666,277.5,22.333333333333332
iskra,67.0,71836.0,58.0
it,24.71715755025713,2754.6699392239366,207.7461430575035
ita,49.42857142857143,3059.4285714285716,37.285714285714285
itd,116.5,3439.0,328.0
its,16.43243243243243,2417.9189189189187,109.25675675675676
ivers,17.0,369.0,18.0
ivi,66.57142857142857,7917.142857142857,76.80952380952381
iwl,1.0,2276.0,3.0
iwu,4.75,510.0,27.0
ixbt,11.777777777777779,513.4444444444445,73.22222222222223
izi,9.0,256.0,19.5
izx,12.666666666666666,140.66666666666666,7.0
jabra,39.375,3166.25,25.875
jeeves,6.0,389.0,6.0
jetbrains,18.0,1270.0,17.0
jis,5.5,134.0,7.0
joom,20.0,2588.8,520.2
jotun,19.38888888888889,2211.0555555555557,38.888888888888886
jtc,13.419354838709678,1362.1827956989248,36.053763440860216
juno,25.852941176470587,1464.4411764705883,264.20588235294116
junto,4.0,197.0,7.0
just,35.680701754385964,3039.1991228070174,151.44298245614036
justmoby,7.653846153846154,789.4615384615385,937.0
kaboom,24.2,2888.6,153.0
kafka,22.047619047619047,1555.6190476190477,36.142857142857146
kaiten,28.75,2456.5,90.75
kari,54.0,5933.5,81.5
kato,2.0,2152.0,61.0
kax,15.0,165.0,6.0
kaz,22.72,6924.64,190.92
kdl,3.0,214.0,11.0
kearney,0.0,29.0,2.0
kefir,8.26923076923077,1572.3461538461538,25.0
kind,21.38095238095238,2332.4880952380954,152.41666666666666
kitana,5.0,317.0,25.0
kite,52.13333333333333,6693.066666666667,75.2
kode,30.25,2752.0,39.75
kofax,1.0,65.0,10.0
kolibri,7.333333333333333,666.3333333333334,9.0
kosmos,6.666666666666667,3104.6666666666665,42.333333333333336
kown,102.0,14704.5,113.0
kpn,4.428571428571429,299.14285714285717,81.28571428571429
kr,30.02238805970149,2908.1753731343283,279.17537313432837
krivorukoff,0.0,4691.0,13.0
krypton,37.8,4214.6,44.6
ks,31.670682730923694,3443.4698795180725,403.6385542168675
kudos,24.58823529411765,8821.823529411764,79.29411764705883
kuflex,1.0,100.0,5.0
kwork,42.77777777777778,1230.7777777777778,368.1111111111111
kws,134.0,18779.5,106.0
kyrios,12.0,428.0,26.0
labs,35.69145569620253,3048.8227848101264,384.9810126582278
lacoste,251.0,5752.0,67.0
lad,19.783783783783782,2105.7567567567567,307.2972972972973
lambda,20.38095238095238,2211.5238095238096,78.9047619047619
lambo,0.0,11.0,1.0
lamoda,9.0,2563.5,14.5
lar,60.1,3441.6,181.6
ld,18.03903903903904,1943.3633633633633,180.3003003003003
leads,12.628571428571428,1321.7714285714285,137.14285714285714
legacy,41.22710068130204,3385.972747918244,183.56320968962908
legionfarm,0.0,2269.3333333333335,0.0
lemon,55.860759493670884,3385.0379746835442,170.45569620253164
level,25.52659574468085,3100.3271276595747,658.3045212765958
levin,37.90909090909091,1442.6363636363637,27.727272727272727
levsha,6.0,527.0588235294117,95.41176470588235
ley,23.0,1318.6666666666667,25.0
life,37.34448932487017,3616.5747259088284,266.2646662819773
lifecoach,15.0,5422.666666666667,29.0
lifestream,3.0,1268.8333333333333,40.833333333333336
light,34.115716753022454,3362.1200345423144,151.8082901554404
lighthouse,15.88888888888889,1930.5740740740741,191.55555555555554
lightmap,30.384615384615383,2688.0,101.61538461538461
liked,52.0,2948.6,100.0
limitless,47.25,6006.75,74.25
linc,10.5,526.25,32.25
linen,24.0,2786.5,41.5
lingualeo,71.0,1207.5,43.0
link,35.47457627118644,3177.251059322034,240.58156779661016
living,20.994505494505493,2983.0934065934066,157.44505494505495
lnd,3.0,1464.0,10.0
lo,33.549115913555994,2487.5952848722986,145.13163064833006
lobster,25.6875,2333.6875,87.25
loft,67.25,1728.0,29.0
logomotiv,2.0,905.0,6.0
london,34.9585798816568,3616.976331360947,120.45266272189349
luka,11.761904761904763,640.5238095238095,132.71428571428572
lumin,42.0,5142.0,47.0
luna,38.07053941908714,2968.6182572614107,218.5643153526971
m7,26.480446927374302,2444.8659217877093,269.24581005586595
macro,40.51724137931034,2895.7241379310344,104.72413793103448
magento,2.0,696.0,19.0
magic,31.47556142668428,3534.0880669308676,192.45398502862176
magical,21.446043165467625,2921.8129496402876,114.84172661870504
magma,12.827586206896552,3212.2413793103447,189.68965517241378
mail,37.10413694721826,3768.9243937232527,113.4564907275321
mail.ru,32.78947368421053,4168.413533834587,102.50751879699249
malevich,12.137931034482758,138.86206896551724,97.65517241379311
mandarin,61.5,18604.5,141.5
manna,18.5,1289.5,124.0
mantra,5.583333333333333,360.0833333333333,19.666666666666668
mapbox,2.0,153.0,44.77777777777778
maria,14.943548387096774,2238.7096774193546,100.95161290322581
marilyn,15.945945945945946,1920.945945945946,182.3783783783784
marins,8.0,1206.0,21.0
mark,30.68782383419689,3325.777202072539,215.66062176165804
marketplace,19.286666666666665,2431.36,139.91333333333333
mars,26.744094488188978,2777.781496062992,133.31299212598427
mash,51.09803921568628,4890.843137254902,95.58823529411765
masters,25.040114613180517,3100.2378223495703,120.45845272206304
mauris,42.0,2756.3333333333335,51.333333333333336
maverick,37.111111111111114,3347.925925925926,75.42592592592592
max,47.853923431984796,3228.221830029867,222.97393429269619
maxima,26.7,3902.0,63.4
maximal,6.0,392.0,2.0
mdb,88.625,4883.25,135.25
mechanica,26.25,8554.5,120.0
mechanism,32.642857142857146,2292.714285714286,136.85714285714286
mediamarkt,52.75,1239.5,45.625
mediascope,94.85714285714286,6617.142857142857,52.285714285714285
mediasign,66.25,8543.5,68.5
